id,书院名id(CBDB),书院id(CBDB),书院名,建院时间,建院年号,建院朝代,建書院者,繁盛朝代,书院地址,书院地址x坐标,书院地址y坐标,建築,建築時間,經費來源,經費數目,捐贈者,捐贈物資,捐贈時間,是否有藏書,是否有藏書備註,改建/擴建/重修者,改建/擴建/重修時間,重建者,重建時間,祀Y,書院類型,書院類型備註,出版物類型,出版物時間,重大事件,任職/學生,任職/就學時間,別稱,並稱,學派備註,被毀時間,被毀時間備註,設定制度者,設定制度時間,出版物,改制名稱,改制時間,信息來源,前身信息,经济制度,招生制度,藏书,书院制度,销毁的建筑（时间）,书院出处,书院出处页码,备注,信息收集
88,,,青霞書院,嘉靖二十年（1541）,,,湛若水,,惠州府博羅縣羅浮山,,,齋舍、講堂,,湛若水出資,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《甘泉先生續編大全》,,,,,,,,,,肖嘯
89,,,龍頭書院,嘉靖中,,,湛若水,,惠州府博羅縣,,,,,湛若水出資,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《甘泉先生續編大全》,,,,,,,,,,肖嘯
90,,,天關精舍,嘉靖十九年（1540）,,,洪垣,,廣州府城,,,同然堂、自然堂、悟亭,,,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《甘泉先生續編大全》,,,,,,,,,,肖嘯
91,,,白雲書院,嘉靖二十九年（1550）,,,湛若水,,廣州府番禺縣白雲山,,,雲歸亭、湛子著書臺、遵道門、尊師祠、坐進之堂、盡存堂、廂齋、聲遠樓、大道門、觀生堂、觀泉臺；白沙祠,嘉靖二十九年；嘉靖三十年,湛若水出資,,湛若水；廣東御史陳策,飭修牌坊之資；貺金,嘉靖二十九年,,,湛若水,嘉靖三十年,,,陳獻章,,,,,,湛若水,嘉靖中,白雲精舍,,甘泉心學,,,,,,,,《甘泉先生續編大全》,,,,,,,,,,肖嘯
92,,,上唐精舍,嘉靖三十年（1551）,,,湛若水,,廣州府番禺縣白雲山,,,金液池、白玉壇,嘉靖三十年,湛若水出資,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《甘泉先生续编大全》,,,,,,,,,,肖嘯
93,,,蒲澗書院,嘉靖中,,,湛若水,,廣州府番禺縣白雲山,,,,,湛若水出資,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,羅洪先《墓表》,,,,,,,,,,肖嘯
94,,,禺山書院,嘉靖三十四年（1555）,,,湛若水,,廣州府番禺縣,,,,,湛若水出資,,,,,,,,,,,,,,,,嘉靖三十九年，湛若水在此逝世,湛若水,嘉靖中,禺山精舍、小禺書院,,甘泉心學,, ,,,,,,《甘泉先生续编大全》,,,,,,,,,,肖嘯
95,,,冒峰精舍,嘉靖十九年（1540）,,,洪垣、符錫,,韶州府曲江縣冒峰山下,,,忠信堂、息存堂,,湛若水出資購地,,,,,,,,,,,,,,,,,湛若水,嘉靖中,冒峰 甘泉精舍，冒峰書院,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
96,,,靈泉精舍,嘉靖十九年（1540）,,,湛若水,,韶州府英德縣,,,觀瀾亭，超然堂，,,黃綉兄弟,,,,,,,韶州知府陳大倫,嘉靖二十五年,,,,,,,,,湛若水,嘉靖中,清溪甘泉精舍,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
97,,,新泉精舍,嘉靖七年（1528）,,,湛若水,,應天府治長安街西,,,門廊路郭、自然堂、嘉會所、玉井池、新泉亭,嘉靖七年,湛若水、史際,,史際家族,捐金撥田200畝,,,,,,,,,,,,,,湛若水,嘉靖7年—19年,新泉書院,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
98,,,甘泉行窩,嘉靖七年（1528）,,,葛澗,,揚州府治,,,至止堂、自然堂、仰宸樓、義路坊、禮門、純正門、學習齋、誠明齋、進修齋、敬義齋、號房、射圃、祠堂、倉房等,,葛澗出資,,葛澗；御史陳蕙；御史洪垣；,20余畝學田；80畝；33畝,嘉靖七年；十五年；十七年,,,,,,,,,,,,,湛若水,嘉靖中,甘泉書館、甘泉山書院、甘泉山書館,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
99,,,甘泉書院,嘉靖七年（1528）,,,朱廷立,,揚州府治東門外天寧寺東,,,,,,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
100,,,甘泉精舍,嘉靖十五年（1536）,,,湛若水（一說朱廷立，待考）,,揚州府城西甘泉山,,,遵道堂、進修齋、敬義齋、居學室、博約齋、忠恕齋、顏樂亭,,湛若水出資,,洪垣,置辦學田60畝,,,,,,,,,,,,,,湛若水,嘉靖中,甘泉山房,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
101,,,甘泉精舍,嘉靖十四年（1535）,,,史際,,常州府宜興縣張公洞口,,,前門三間、內堂三間、后寢三間、自然堂、尋樂室,,史際出資,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
102,,,甘泉書屋,嘉靖七年（1528）,,,施宗道等門人,,池州府青陽縣九華山下五溪處,,,“體認天理”堂、心期亭、東西有廊室,,地方士紳捐贈,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
103,,,甘泉書院,嘉靖十三年（1534）,,,提學聞人詮、巡按虞守愚、池州知府侯緘,,池州府青陽縣九華山化城寺之左,,,講堂、齋舍,,地方士紳捐贈,,同知任柱；二守柯喬；邑紳寧鐸,學田20畝；學田10畝；學田百畝,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
104,,,心期下院,嘉靖十三年（1534）,,,諸生吳筥、江學曾,,池州府青陽縣九華山頭陀嶺無相寺后,,,移建心期亭,,地方士紳捐贈,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
105,,,會華書院,嘉靖十四年（1535）,,,池州知府陸岡、同知任柱、通判徐子宜、推官趙昊與貴池知縣錢乾,,池州府貴池縣東湖相公墩,,,湛然亭、瑞應堂，前堂後寢，重闥繚垣,,地方官紳捐贈,,,,,,,,,,,,,,,,,湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
106,,,斗山精舍,嘉靖中期,,,地方士人,,徽州府歙縣斗山之巔,,,,,地方士紳捐贈,,,,,,,畢懋良；,萬曆三十六年（1608）；,大學士許國、按察使淩管；知府曹鼎望,萬曆十九年（1591）；康熙九年（1670）,,,,,,嘉靖十六年，湛若水講《孟子?梁惠王》章；嘉靖中期，鄒守益、王畿等陽明弟子在此召開“六邑同志大會”；,湛若水；鄒守益；王畿,嘉靖中,斗山書院,,甘泉心學；陽明心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
107,,,福山精舍,嘉靖中期,,,甘泉門人方純仁、方瓘、黃善等,,徽州府婺源縣西南之福山,,,素心亭,,地方士紳捐贈,,,贍田,,,,,,,,,,,,,嘉靖十六年，湛若水講《論語?學而》篇；嘉靖中期，鄒守益、王畿等陽明弟子在此召開“六邑同志大會”；,方純仁；方瓘；黃善；湛若水；鄒守益；王畿,嘉靖中,福山書堂、福山書院,,甘泉心學；陽明心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
108,,,天泉書院,嘉靖中期,,,洪垣,,徽州府休寧縣西六十里石橋巖之左,,,,,地方士紳捐贈,,,,,,,,,,,,,,,,嘉靖十六年，湛若水講《孟子?盡心》章；嘉靖中期，鄒守益、王畿等陽明弟子在此召開“六邑同志大會”；,湛若水；鄒守益；王畿,嘉靖中,天泉精舍、天泉書堂,,甘泉心學；陽明心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
109,,,甘泉精舍,嘉靖二十三年（1544）,,,湛若水,,衡州府衡山紫雲峰,,,講堂五間、寢室三間、大門一間、二門三間，甘泉坐石、端默石、甘泉洞、甘泉上洞；井田；白沙祠,,湛若水家族經費,,湛若水,學田52畝,,,,湛若水,嘉靖三十五年（1556）,,,陳獻章,,,,,,湛若水,嘉靖中,南嶽甘泉書院、紫雲書院,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
110,,,岣嶁書堂,嘉靖中期,,,甘泉門人祝詠,,衡州府衡山岣嶁峰,,,,,祝詠自費,,,,,,,,,,,,,,,,,祝詠，湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
111,,,甘泉精舍,嘉靖十九年（1540）,,,湛若水,,建寧府崇安縣武夷山,,,,,湛若水出資,,,,,,,,,,,,,,,,,甘泉門人周琦，湛若水,嘉靖中,六曲仙掌書院,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
112,,,靈岩精舍,嘉靖十九年（1540）,,,門人黃雲淡,,建寧府崇安縣武夷山,,,,,黃雲淡出資,,,,,,,,,,,,,,,,,黃雲淡，湛若水,嘉靖中,,,甘泉心學,,,,,,,,《泉翁大全集》,,,,,,,,,,肖嘯
113,,,甘泉書院,嘉靖二十九年（1550）,,,潘高,,山西太原府,,,察倫堂、息存堂、南雲樓、敬義齋、進修齋,,潘高自費,,,,,,,,,,,,,,,,,潘高,嘉靖中,,,甘泉心學,,,,,,,,《甘泉先生續編大全,,,,,,,,,,肖嘯
114,,,庆历五先生书院,,,,全祖望,,浙江宁波府鄞县,,,,,,,,,,,,,,,,杨适、杜醇、楼郁、王致、王说,教学、祭祀,,,,,,,,,程朱理学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
115,,,大函书院,,,,全祖望,,浙江宁波府鄞县,,,讲堂,,,,,,,,,,,,,焦瑗,教学、祭祀,,,,,,,,,程朱理学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
116,,,长春书院,,,,,,浙江宁波府鄞县,,,,,,,,,,,,全祖望,,,,高闶、蒋季庄,教学、祭祀,,,,,,,,,程朱理学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
117,,,竹洲书院,,,,全祖望,,浙江宁波府鄞县,,,,,,,,,,,,,,,,沈焕、沈炳、吕祖俭,教学、祭祀,,,,,,,,,程朱理学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
118,,,城南书院,,,,,,浙江宁波府鄞县,,,,,,,,,,,,全祖望,,,,袁燮,教学、祭祀,,,,,,,,,陆氏心学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
119,,,碧沚书院,,,,,,浙江宁波府鄞县,,,,,,,,,,,,全祖望,,,,杨简,教学、祭祀,,,,,,,,,陆氏心学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
120,,,同谷书院,,,,,,浙江宁波府鄞县,,,瞻云馆,,,,,,,,,全祖望,,,,陈埙、王应麟、黄震,教学、祭祀,,,,,,,,,程朱理学、浙东事功,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
121,,,杜洲书院,,,,童金,,浙江宁波府慈溪县,,,杏坛、礼殿、讲堂、六斋（志道、尚德、复礼、守约、慎独、养浩）,,,,、六先生祠,,,,,郑性,,,,童居易、童鐘、曹汉炎、黄震、严畏、童铭,教学、祭祀,,,,,,,,,陆氏心学,,,,,,,,《鲒埼亭集外编》,,,,,,,,,,吴旺海
122,,,鳳山書院,萬曆十三年（1585）,,,,,四川嶽池縣城小南街試院左鳳山處,,,,,,乾隆知縣黃克顯; 王承燨等; 道光八年（1828）知縣余福謙率士紳,學田;學田;補修,,,,,知縣林之正,乾隆十年（1745）,廣安知州李萃秀,康熙二十五年(1686),,,,,,,,,,,,,,,,,官立高等小學堂（與雁塔書院合併）,光緒三十二年(1906),《中國書院辭典》,,,,,,,,,,戰蓓蓓
123,,,鳳山書院,康熙五十一年(1712),,,知縣鄭吉士,,四川安嶽鳳凰山麓（今鐵峰山）關帝廟右側,,,水亭、大小堂室、斋舍30余 间,乾隆二十五年(1760)、乾隆四十一年(1776)、乾隆四十一年(1776),,,,,,,,,,知縣郭佑達,乾隆二十五年(1760),,,,,,,周于仁(首任山長);周楠(繼任山長);廖平(山長),,,,,,,,,,官立高等小學堂（舊址今為岳陽鎮小學）,光緒三十一年(1905),《中國書院辭典》,,,,,,,,,,戰蓓蓓
124,,,鳳山書院,清乾隆六年 (1741),,,知縣劉墧,,四川簡州（今屬簡陽）縣城狀元街,,,,,,,知州宋恩仁、吳映白,龍泉山等地田租撥充書院膏火,乾隆十八年(1753)後,,,知州胡德琳,乾隆十八年(1753),,,,,,,,,,,,,,,,,,,高等小學堂(現為簡陽城關一小),光緒三十一年(1905),《中國書院辭典》,,,,,,,,,,戰蓓蓓
125,,,蓮池書院,清雍正十一年,,,直隸總督李衛,,直隸保定府,,,,,直隸總督李衛以御賜帑金購置學田；直隸總督李衛捐廉購置學田；直隸總督李衛撥田【次年遭災無存】；直隸總督高斌撥銀髮商生息；,學田8頃97.4畝，歲收租銀150餘兩；磁州水旱稻地5頃2.8畝，歲收租銀140-150兩；豐霸二處稻田100頃14畝，歲收租銀1300兩；撥銀20000兩，以1分利生息，每年得息銀2400兩,直隸總督李衛；直隸總督李衛；直隸總督李衛；直隸總督高斌,,雍正十一年；雍正十一年；乾隆元年；乾隆六年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,趙偉
126,1,1,安定書院,1250,,南宋,,蒙古元,湖州路,120.0993118,30.86496353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5461,"from L.Walton: YR II.1317; II,1954; Lao, p.122",
127,1,2,安定書院,,,蒙古元,,蒙古元,揚州路,119.4371872,32.39126968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6140,from L.Walton: 大明一統志 12.8a,
128,1,3815,安定書院,1226,寶義,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,391,多个出處:元代書院之地理分佈P391;中國古代的書院制度P30.,
129,4,5,安湖書院,1272,,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 58.17a; Wen Tianxiang, Wenshan xiansheng wenji [SBCK ed], 18b-20a; Liu Jiangsun, Yangwu zhaiji [e-SKQS], 27.1b-2a",
130,6,7,鰲川書院,,,蒙古元,,蒙古元,撫州路,116.3513413,27.98478127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,2067,,
131,7,8,鰲峰書院,,,蒙古元,,蒙古元,建陽,118.10537,27.33988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from L.Walton: SYXA 64.9b; 大明一統志 76.9a,
132,8,9,鰲溪書院,1300,,蒙古元,,蒙古元,樂安,115.831779,27.426289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5131,"from L.Walton: Wu Cheng, 23.30a-32b; SYXA 92.25b12",
133,8,3347,鰲溪書院,1246,淳祐,南宋,,,萬安,114.779678,26.461771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P112.,
134,9,10,鼇溪書院,,,蒙古元,,蒙古元,豐城,115.785782,28.197754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,4134,,
135,10,11,白鷲洲書院,,,蒙古元,,蒙古元,吉安路,114.9712753,27.10323906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,12995,,
136,12,14,白鹿書院,,,蒙古元,,蒙古元,江州路,115.9856796,29.72236443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,10873,,
137,13,15,白鹿洞書院,1287,,蒙古元,,蒙古元,南康,114.745163,25.658571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Ma Tingluan, 17.10a-12a; Bailudong shuyuan zhi (various editions, 1566,1592,1622, 1910]",
138,14,16,白鷺洲書院,1241,,南宋,,蒙古元,廬陵,114.971275,27.103239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,2175,"from L.Walton: Liu Yi 劉繹 ed., Bailuzhou shuyuan zhi (1871); Liu Jiangsun, Yangwu zhaiji [e-SKQS ed.], 27.1a-b; Liu Chenweng, Xuxi ji [e-SKQS ed], 3.34b-37b",
139,15,17,白沙書院,1300,,蒙古元,,蒙古元,吉水州,115.132248,27.214367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Liu Yueshen, 5.25a-26b",
140,16,18,白社書院,,,蒙古元,,蒙古元,崇德州,120.4187393,30.53044701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,13063,,
141,16,3032,白社書院,1119,宣和,南宋,,,石門,111.373611,29.588543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,373,多个出處:元代書院之地理分佈P373;中國古代的書院制度P29.,
142,16,3390,白社書院,1278,至元,蒙古元,,,松江府,121.2276382,31.00947571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,17,19,白石書院,1312,,蒙古元,,蒙古元,上饒,117.96489,28.450691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Yuan Jue, 18.5b-6b; SYXA supp 63.27a-b",
144,17,2978,白石書院,1119,宣和,南宋,,,興安,110.665871,25.613132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,307,,
145,18,20,百丈溪書院,1275,,蒙古元,,,瑞安州,120.6306915,27.79051209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: He Menggui, 9.18b-21a; SYXA supp.70.63",
146,29,60,包山書院,,,蒙古元,,蒙古元,象山,121.86618,29.474428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,9403,from L.Walton: SYXA:supp.bie 3.55a2,
147,29,3015,包山書院,1119,宣和,南宋,,,開化,118.404884,29.14485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,314,多个出處:宋代書院與宋代學術之關係P314;元代書院之地理分佈P377;中國古代的書院制度P51;中國書院制度考略P21.,
148,33,64,北山書院,,,蒙古元,,蒙古元,金華,119.649918,29.104712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Wu Shidao in He Beishan yiji fulu, 4.23a-24a",
149,33,3301,北山書院,1243,淳祐,南宋,,,福安縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,320,,
150,33,3840,北山書院,1300,大德,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,403,,
151,34,65,璧里書院,1345,,蒙古元,,蒙古元,新樂,114.787605,38.395042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Su Tianjue, 3.5a-6b [Zhonghua ed., 2.32-34]",
152,35,66,屏山書院,1335,,蒙古元,,蒙古元,崇安,118.026779,27.756025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from L.Walton: 大明一統志 76:9a (4699);,
153,35,67,屏山書院,1300,,蒙古元,,蒙古元,永新州,114.2368698,26.94556427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Tianxia, p.733",
154,35,3718,屏山書院,1346,至正,蒙古元,,,建寧,116.832527,26.832491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,381,,
155,36,68,采石書院,1217,,南宋,,蒙古元,當塗,118.483437,31.555685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,7669,"from L.Walton: SYXA:supp. 82.224b-225a; 大明一統志 15.6a; 陶安, 陶學士集 [-SKQS], 20.8b-9b",
156,38,70,草廬書院,1338,,蒙古元,,蒙古元,崇仁,116.061584,27.75564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 54.8b; Tianxia, p.523",
157,39,71,草堂書院,,,蒙古元,,蒙古元,潼川府,105.0875702,31.09461975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Li Qi, Yunyang ji [e-SKQS], 10.5b-6b [Inscription on Caotang Academy's Library]",
158,39,3211,草堂書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,306,多个出處:宋代書院與宋代學術之關係P306;江西古代書院研究P108.,
159,40,72,長庚書院,,,蒙古元,,蒙古元,應城,113.569679,30.946003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,3238,"from L.Walton: Cheng Jufu, Cheng Xuelou wenji [NCL Yuandai zhenben ed., 1960], 15.7b-8a",
160,42,74,長薌書院,1296,,蒙古元,,蒙古元,浮梁州,117.2363586,29.38274193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,4953,"from L.Walton: Tianxia, 5.41a; inscription by Ji Hou, 41a-42b; 大明一統志 50.7b",
161,44,76,澄江書院,,,蒙古元,,蒙古元,江陰州,120.2660904,31.90876961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,7999,,
162,45,77,城南書院,,,蒙古元,,蒙古元,古田,118.784904,26.60171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Fuzhou fuzhi, 11.34b; 大明一統志 74.9b",
163,45,3189,城南書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,322,多个出處:宋代書院與宋代學術之關係P322;元代書院之地理分佈P385.,
164,45,3217,城南書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,30,,
165,45,3471,城南書院,1300,大德,蒙古元,,,杭州路,120.1686249,30.2941246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,372,,
166,45,3724,城南書院,1348,至正,蒙古元,,,衡陽,112.597038,26.901617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,53,100,崇聖書院,1338,,蒙古元,,蒙古元,盱眙,118.4953,33.01474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Su Tianjue, 2.18-19 [Zhonghua ed.]",
168,54,101,崇義書院,,,蒙古元,,蒙古元,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,10186,,
169,54,3733,崇義書院,1352,至正,蒙古元,,,濮州,115.5035629,35.67287064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,398,,
170,54,3734,崇義書院,1353,至正,蒙古元,,,開州,115.005928,35.75428391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,50,多个出處:中國古代的書院制度P50;中國書院制度考略P20.,
171,55,102,初庵書院,,,蒙古元,,蒙古元,德興,117.580116,28.953411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,9606,from L.Walton: Sun 33 (Jiangxi #105); 大明一統志 50.7b; SYXA 78.6a; SYXA supp 78.38b,
172,56,103,傳貽書院,,,蒙古元,,蒙古元,吳江州,120.6377869,31.16706467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,1944,,
173,56,104,傳貽書院,,,蒙古元,,蒙古元,杭州路,120.1686249,30.2941246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5909,,
174,56,105,傳貽書院,,,蒙古元,,蒙古元,崇德州,120.4187393,30.53044701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,8290,,
